"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","288","","","","0"
"2003/2004","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","306","","","","0"
"2004/2005","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","351","","","","0"
"2005/2006","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","339","","","","0"
"2006/2007","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","366","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","339","","","","0"
"2008/2009","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","309","","","","0"
"2009/2010","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","315","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2011/2012","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2012/2013","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2013/2014","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2014/2015","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2017/2018","Nova Scotia","2016A000212","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009313","4.1.4","","..","","","0"
"2002/2003","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","150600","","","","0"
"2003/2004","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","148512","","","","0"
"2004/2005","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","145398","","","","0"
"2005/2006","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","142305","","","","0"
"2006/2007","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","138663","","","","0"
"2007/2008","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","135303","","","","0"
"2008/2009","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","133134","","","","0"
"2009/2010","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","130548","","","","0"
"2010/2011","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","128130","","","","0"
"2011/2012","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","125541","","","","0"
"2012/2013","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","122643","","","","0"
"2013/2014","Nova Scotia","2016A000212","Public schools","Total, program type","Number","223","units","0","v1001753186","4.2.1","121029","","","","0"
