"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003/2004","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2004/2005","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2005/2006","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2006/2007","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2007/2008","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2008/2009","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2009/2010","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","0","","","","0"
"2010/2011","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2011/2012","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2012/2013","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2013/2014","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2014/2015","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2015/2016","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2016/2017","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2017/2018","Manitoba","2016A000246","Total, school type","Vocational programs for youth and adults","Number","223","units","0","v1077009339","8.1.4","","..","","","0"
"2002/2003","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","186894","","","","0"
"2003/2004","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","186288","","","","0"
"2004/2005","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","184353","","","","0"
"2005/2006","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","182370","","","","0"
"2006/2007","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","180042","","","","0"
"2007/2008","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","179319","","","","0"
"2008/2009","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","177960","","","","0"
"2009/2010","Manitoba","2016A000246","Public schools","Total, program type","Number","223","units","0","v1001753224","8.2.1","177498","","","","0"
