"REF_DATE","GEO","DGUID","School type","Program type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8511","","","","0"
"2012/2013","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8331","","","","0"
"2013/2014","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8175","","","","0"
"2014/2015","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8316","","","","0"
"2015/2016","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8298","","","","0"
"2016/2017","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8337","","","","0"
"2017/2018","Northwest Territories","2016A000261","Public schools","Total, program type","Number","223","units","0","v1001753268","13.2.1","8733","","","","0"
"2002/2003","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9747","","","","0"
"2003/2004","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9717","","","","0"
"2004/2005","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9606","","","","0"
"2005/2006","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9570","","","","0"
"2006/2007","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9333","","","","0"
"2007/2008","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","9048","","","","0"
"2008/2009","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8763","","","","0"
"2009/2010","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8565","","","","0"
"2010/2011","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8577","","","","0"
"2011/2012","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8511","","","","0"
"2012/2013","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8328","","","","0"
"2013/2014","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8172","","","","0"
"2014/2015","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8319","","","","0"
"2015/2016","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8301","","","","0"
"2016/2017","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8337","","","","0"
"2017/2018","Northwest Territories","2016A000261","Public schools","Regular programs for youth","Number","223","units","0","v1001753269","13.2.2","8733","","","","0"
"2002/2003","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2003/2004","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2004/2005","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2005/2006","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2006/2007","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2008/2009","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2009/2010","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","0","","","","0"
"2010/2011","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2011/2012","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2012/2013","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2013/2014","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2014/2015","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2015/2016","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2016/2017","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2017/2018","Northwest Territories","2016A000261","Public schools","General programs for adults","Number","223","units","0","v1077009376","13.2.3","","..","","","0"
"2002/2003","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2003/2004","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2004/2005","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2005/2006","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2006/2007","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2007/2008","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
"2008/2009","Northwest Territories","2016A000261","Public schools","Vocational programs for youth and adults","Number","223","units","0","v1077009377","13.2.4","0","","","","0"
